barcode,x,y,pred_3PCs_k7,refined_pred_3PCs_k7,pred_10PCs_k7,refined_pred_10PCs_k7
Cell_942,6479.992010619115,-4357.088459226608,1,1,6,6
Cell_943,7993.258298254089,-4362.059554206059,1,1,3,3
Cell_944,5090.3202307969705,-4366.631365949433,2,2,2,2
Cell_945,5594.584488984248,-4379.427704223141,2,2,1,1
Cell_946,9282.318675237326,-4384.267123579243,0,0,2,2
Cell_947,13005.224215784216,-4365.377462537463,5,5,6,0
Cell_948,11466.868311385231,-4387.958868144691,0,0,5,5
Cell_949,4026.926391171637,-4400.282842216483,0,0,1,1
Cell_950,12262.636831431426,-4374.9196960983145,2,2,5,5
Cell_951,11857.508624594904,-4379.1624560058535,2,0,6,5
Cell_952,3128.7096380984412,-4388.197637762179,2,2,6,6
Cell_953,10907.856566954897,-4409.327734283711,0,0,5,5
Cell_954,4428.767043748123,-4436.620332365602,6,2,0,1
Cell_955,5348.317915347638,-4438.997713682729,4,4,4,4
Cell_956,5698.067746199605,-4435.666115884556,1,1,6,6
Cell_957,8476.76499357771,-4457.631162928565,2,3,2,2
Cell_958,1048.8454996456414,-4449.125868178597,4,4,4,4
Cell_959,8161.660191323321,-4444.022698665772,0,0,2,2
Cell_960,8604.725312361259,-4446.922115811505,3,3,2,2
Cell_961,7998.739683173589,-4458.298256123536,1,1,3,3
Cell_962,9095.53261856138,-4441.630530973453,5,5,3,2
Cell_963,4914.179944331603,-4457.843413826826,3,3,2,2
Cell_964,9745.209134002751,-4459.4402874764255,3,3,3,3
Cell_966,10372.131967080846,-4461.246796837179,0,3,5,5
Cell_968,2850.9632810909834,-4462.5099124771,4,4,4,1
Cell_969,7353.469872953053,-4484.15194011873,1,3,3,3
Cell_970,3300.397051460361,-4502.871599443672,3,3,1,1
Cell_971,5954.833000912748,-4494.795172576993,0,0,1,4
Cell_972,12773.075481842998,-4496.903962279758,6,5,0,0
Cell_973,7217.1020493226815,-4512.548662730114,0,1,2,2
Cell_974,11523.030463836478,-4523.458529874214,1,1,2,5
Cell_975,1761.8012567324954,-4522.6203321364455,6,4,0,4
Cell_976,6377.52802425318,-4532.3883096716945,1,1,6,6
Cell_977,2160.076777382548,-4533.9181410819065,4,4,4,4
Cell_978,4667.585570599613,-4535.211528046421,2,2,5,5
Cell_979,1527.9428313912315,-4568.551406682547,4,4,4,4
Cell_980,3020.7697645079893,-4585.121250350435,3,3,6,6
Cell_981,2673.1640915119365,-4595.941677718833,2,2,1,1
Cell_982,8958.317872790452,-4606.870876768898,5,5,0,0
Cell_983,12504.30720104802,-4606.074753346706,2,5,3,3
Cell_984,875.4499160928187,-4599.630461200161,6,6,0,0
Cell_985,8133.257246243031,-4604.292249750766,2,2,2,2
Cell_986,1030.0868077827668,-4611.247095716628,6,6,0,0
Cell_987,7737.279278482692,-4601.05004642115,3,3,3,3
Cell_988,12274.832792875086,-4608.4011418132,5,5,3,3
Cell_989,3712.8639221253297,-4610.232474819171,3,3,1,1
Cell_990,6594.734809054995,-4615.532012290713,2,1,6,6
Cell_991,789.2481446101845,-4603.1506356087875,6,6,0,0
Cell_992,5386.76629618504,-4617.030554005923,5,5,0,0
Cell_993,9737.27729442432,-4635.883442228917,0,0,5,5
Cell_994,4308.290650632816,-4639.493374902572,0,0,1,1
Cell_995,9161.504534749713,-4620.636368191612,5,5,0,0
Cell_996,6711.153800973318,-4613.8250964927,1,1,6,6
Cell_997,10022.468123297846,-4595.155886358009,1,1,2,2
Cell_999,3258.6226586263947,-4655.707881957415,3,3,1,1
Cell_1000,4690.949620920778,-4651.410669157235,2,2,1,1
Cell_1001,1400.2865769560517,-4631.991016513214,4,4,4,4
Cell_1002,10503.717276784217,-4660.155789685602,2,2,3,3
Cell_1003,11439.904257595208,-4660.364142062474,1,1,5,5
Cell_1004,4090.799374894408,-4671.37610519795,0,0,1,1
Cell_1005,7869.895979634832,-4685.837283473783,1,1,3,3
Cell_1006,3735.9517048295174,-4693.144085591441,3,3,1,1
Cell_1007,9277.507731958764,-4693.204447374729,5,5,3,3
Cell_1008,463.19616111676595,-4696.772429838592,5,5,0,0
Cell_1009,10673.248412040874,-4714.933305716653,1,1,6,6
Cell_1010,8658.989515786921,-4699.540573298588,3,3,2,2
Cell_1011,8795.684210526315,-4709.1822348664455,2,2,2,2
Cell_1012,2944.235428695936,-4720.446925954171,3,3,1,1
Cell_1013,8071.622312012053,-4716.891453225586,3,3,3,3
Cell_1014,11142.130824877866,-4749.690811724916,3,1,3,3
Cell_1015,13656.699641189858,-4746.997492187199,5,5,6,6
Cell_1016,11393.03633260937,-4761.438814768849,1,1,3,3
Cell_1018,6947.481365435357,-4727.707330145119,1,1,0,0
Cell_1019,12685.374858937246,-4757.397723369805,5,5,6,6
Cell_1020,6671.79757130754,-4759.836091499577,3,3,6,6
Cell_1021,12162.60076320546,-4753.718497690299,1,5,3,3
Cell_1022,1455.5865101095196,-4786.724831508003,4,4,4,4
Cell_1023,10793.018026250207,-4802.8184914437625,1,1,6,6
Cell_1024,3258.451582477468,-4807.018060504436,2,2,1,1
Cell_1025,9756.84820941647,-4809.13953826577,0,0,5,5
Cell_1026,9081.348613173845,-4802.743025729539,2,2,2,2
Cell_1027,5880.686284758521,-4829.817896717541,4,5,4,4
Cell_1028,10929.024936770644,-4845.151262368549,1,1,6,6
Cell_1029,6842.852587306513,-4838.293791153859,0,1,1,1
Cell_1030,5687.235388847883,-4832.351070254311,5,5,4,4
Cell_1031,7069.765557719206,-4845.148514851485,1,1,2,2
Cell_1032,6167.756343674549,-4819.371919274749,0,0,1,1
Cell_1033,8765.659681859895,-4834.11767105129,2,2,2,2
Cell_1034,9276.601283442646,-4849.864908224414,0,0,5,5
Cell_1035,10248.47481249631,-4837.002185082383,4,4,4,4
Cell_1036,4249.1385263840475,-4834.268379670909,2,2,1,1
Cell_1037,11957.459394356503,-4864.7475911906395,3,3,3,3
Cell_1038,10609.80859300325,-4861.932469891034,1,1,3,3
Cell_1039,12114.7479389747,-4864.0336397233,5,5,6,6
Cell_1040,1023.3101404458188,-4854.666838465833,6,6,0,0
Cell_1041,3046.811096600244,-4844.692547499684,4,3,6,6
Cell_1042,7865.059959118783,-4867.803467332879,1,1,2,3
Cell_1043,8394.983724680036,-4872.101128690921,5,5,4,4
Cell_1044,10119.842908146706,-4870.221032132425,4,4,0,0
Cell_1045,842.5700968460303,-4893.062302553213,5,5,6,0
Cell_1046,9393.687805994052,-4903.03065660032,2,0,5,5
Cell_1047,4584.756619432055,-4904.72060068876,3,2,1,1
Cell_1048,8583.070188310101,-4887.5211950762205,3,3,3,3
Cell_1049,9172.861159564749,-4935.0063543483675,0,0,5,5
Cell_1050,9650.695278823128,-4921.405576462538,0,0,5,5
Cell_1051,4041.8763256518623,-4901.124511601945,1,0,0,1
Cell_1052,5699.339796122325,-4934.1163302018795,5,5,4,4
Cell_1053,8195.403888865609,-4927.949964380003,3,3,2,2
Cell_1054,3535.824519680411,-4894.466825214439,2,2,1,1
Cell_1055,13126.982982736705,-4913.066551851396,5,5,6,6
Cell_1056,4356.1266334930015,-4942.568804352881,2,2,1,1
Cell_1057,677.3316227521669,-4945.222691793523,5,5,0,0
Cell_1058,11435.860551867903,-4935.042816391464,1,1,3,3
Cell_1059,6305.0910715693735,-4947.554445817016,0,0,5,5
Cell_1060,5356.608802938138,-4949.992482497418,5,5,6,6
Cell_1062,213.60435139252374,-4960.11417522753,1,1,6,6
Cell_1063,2768.6514756120705,-4948.617266084646,1,1,1,1
Cell_1064,12374.414638694641,-4997.381724941725,5,5,0,0
Cell_1065,10335.23159303882,-4980.541900937082,5,5,3,3
Cell_1066,10894.339275918815,-4983.923325409886,1,1,3,3
Cell_1067,1207.1470715600306,-4989.7007145177,5,5,0,0
Cell_1068,5059.993476959904,-4995.468282465589,2,2,1,1
Cell_1069,1619.6447133087852,-5004.534876380852,4,4,4,4
Cell_1070,5871.027391357874,-4999.140834666995,5,5,0,0
Cell_1071,11721.765315996372,-5009.525703054128,2,2,5,5
Cell_1072,2333.3296442980345,-5022.1111522374795,4,4,4,4
Cell_1073,4758.513978686405,-5013.326882775225,2,2,1,1
Cell_1074,8392.493326862412,-5039.310846881825,5,5,6,6
Cell_1075,4546.445976761864,-5051.36838961885,2,2,1,1
Cell_1076,7628.100344208322,-5065.346789883269,3,3,3,2
Cell_1077,3732.9930058939094,-5057.862750491159,0,0,1,1
Cell_1079,6323.003485509544,-5099.724595997757,2,2,3,3
Cell_1080,8125.53948953255,-5116.642902208202,5,5,0,0
Cell_1081,11455.950606443115,-5065.297458975907,5,5,3,3
Cell_1084,5099.358392434988,-5128.50190943808,2,2,1,1
Cell_1085,8956.435847409766,-5116.178312881861,5,5,3,2
Cell_1087,9585.862365525107,-5115.956166579329,0,0,5,5
Cell_1088,1640.1827097163546,-5144.72948098974,4,4,4,4
Cell_1090,3971.618438234526,-5120.008520501437,0,0,1,1
Cell_1091,12029.276634951675,-5111.778308450227,0,0,5,5
Cell_1092,5963.200512552798,-5139.954629585686,1,1,0,0
Cell_1093,7139.688810649671,-5151.383275082237,0,0,2,2
Cell_1094,4724.305120873408,-5164.537197816479,2,2,1,1
Cell_1095,8335.73856025479,-5158.914430237461,5,5,4,4
Cell_1096,4308.793917652728,-5153.413449697489,0,0,1,1
Cell_1097,2199.362810707457,-5191.5720431576065,4,4,4,4
Cell_1098,4145.0833217350955,-5178.3867780097435,0,0,1,1
Cell_1099,7461.3438782824,-5179.9703850915475,0,0,1,1
Cell_1100,8010.72662406155,-5189.958615126885,1,1,2,2
Cell_1101,11876.145163968453,-5195.253217102531,0,0,5,5
Cell_1102,10177.063570255688,-5221.912620220502,0,0,5,5
Cell_1103,3092.626317686278,-5230.781286602397,2,2,1,1
Cell_1104,3217.1521813224267,-5214.259372869802,2,2,1,1
Cell_1105,11720.69036724625,-5214.526041459436,2,2,5,5
Cell_1106,6841.927597374925,-5218.465396744226,5,0,0,0
Cell_1107,12031.643153974852,-5240.458956230774,0,0,5,5
Cell_1108,4275.467182076365,-5251.468076154412,0,0,1,1
Cell_1109,5682.662514906586,-5220.318316328784,3,3,6,6
Cell_1110,11304.753616748138,-5245.656001580013,5,5,6,3
Cell_1111,5943.833992094862,-5245.8474773308535,5,5,0,0
Cell_1113,2704.0897671272587,-5263.918397912842,5,5,0,0
Cell_1114,10530.676176162744,-5228.978127264431,2,2,3,3
Cell_1115,8413.20220013402,-5256.58616260889,5,5,3,3
Cell_1116,4893.315022815023,-5254.8907218907225,3,3,6,6
Cell_1117,9597.729129723091,-5262.33314009003,0,0,5,5
Cell_1118,9870.757600346209,-5254.658768798009,0,0,5,5
Cell_1119,3425.7313875345894,-5267.68922124127,2,2,1,1
Cell_1120,7917.066073125595,-5279.242484869706,2,2,2,2
Cell_1121,2121.3055189301185,-5265.150813084699,4,4,4,4
Cell_1122,4055.877449751892,-5293.611448047717,2,0,1,1
Cell_1123,8082.411744466109,-5290.478839316435,1,1,0,0
Cell_1124,804.0709484690068,-5294.890851381628,1,1,6,6
Cell_1125,13793.778969011602,-5269.990541929798,6,6,0,0
Cell_1126,1120.0892318679576,-5312.119980955404,4,4,4,4
Cell_1128,10297.424485524938,-5293.9878238259835,0,0,5,5
Cell_1129,8154.213289439487,-5333.981373992896,1,1,0,0
Cell_1130,9093.854259660755,-5332.888311439868,0,1,2,2
Cell_1132,444.98084314196495,-5297.057500600528,1,1,6,6
Cell_1133,5550.5369000942965,-5340.317832150479,3,3,6,6
Cell_1134,4877.651652331371,-5345.228610230874,3,3,1,1
Cell_1135,5060.381639782185,-5358.771653138806,3,3,6,6
Cell_1136,1614.133688591544,-5340.904041386285,4,4,4,4
Cell_1137,8600.627329473493,-5351.967523068573,0,0,2,2
Cell_1138,3728.360371432473,-5373.589717328963,0,0,1,1
Cell_1140,11593.859959486834,-5375.847467927077,2,2,5,5
Cell_1142,7877.095031383821,-5391.0072740071555,2,2,2,2
Cell_1143,11238.421070234112,-5392.2254180602,3,3,3,3
Cell_1145,8315.636265041574,-5375.57790631617,3,3,3,3
Cell_1146,9511.050434324825,-5386.732087391419,0,0,2,2
Cell_1147,3148.1538151891937,-5390.8480633330355,2,2,1,1
Cell_1148,6459.446216116768,-5421.06762336972,2,2,6,6
Cell_1149,10049.189301223843,-5438.163343861034,1,0,0,5
Cell_1150,9283.805458744491,-5408.2338862061715,1,1,2,2
Cell_1152,3564.296697291574,-5417.760306021381,0,0,1,1
Cell_1153,8145.936413756892,-5431.765135206091,1,1,2,2
Cell_1154,6831.566086910269,-5442.322323280677,6,6,0,0
Cell_1155,747.5497277586293,-5438.39177781108,1,1,6,6
Cell_1156,11000.716587112172,-5455.11136459357,2,2,3,3
Cell_1157,11814.213646109221,-5446.952894438138,0,0,5,5
Cell_1158,1299.0535375380678,-5447.8389460210965,6,4,0,4
Cell_1159,3324.231055041908,-5469.6034303983415,2,2,1,1
Cell_1160,7145.499202950646,-5473.07451630044,0,0,2,2
Cell_1162,905.7540484475377,-5478.052194860814,1,1,6,6
Cell_1163,7682.922458709349,-5474.165911799762,0,2,2,2
Cell_1164,9543.265104405316,-5484.2241277737785,1,1,2,2
Cell_1165,6031.044145717418,-5481.628111927872,2,2,1,1
Cell_1166,8603.584568886861,-5489.351220346715,0,0,2,2
Cell_1168,9179.735102861196,-5478.307696855049,1,1,2,2
Cell_1169,1933.5843869681546,-5499.658727244111,4,4,4,4
Cell_1170,8738.365442601766,-5494.4111027353,2,2,2,2
Cell_1172,10718.030602863271,-5500.080294207784,3,3,3,3
Cell_1174,2701.344576479965,-5519.12223751902,1,1,1,1
Cell_1175,7291.18613497457,-5519.5713553019605,2,2,6,6
Cell_1177,9411.371399777225,-5513.372513658303,1,1,2,2
Cell_1178,2592.866808688001,-5536.65127587644,6,6,0,0
Cell_1179,1587.4918566775243,-5539.823522568637,4,4,4,4
Cell_1181,3459.556996685401,-5574.667002930298,3,3,1,1
Cell_1182,8510.198335644938,-5579.54745393303,2,2,2,2
Cell_1183,9683.665042752038,-5574.620202823623,1,1,0,0
Cell_1184,4777.129033764536,-5589.928127772849,3,3,1,1
Cell_1185,298.6749825459623,-5625.01303234815,4,4,4,4
Cell_1186,6192.011547344111,-5576.930846659985,2,2,1,1
Cell_1187,9559.260784661814,-5614.15634061187,1,1,0,0
Cell_1188,11300.845337657163,-5614.324486544917,0,0,5,5
Cell_1189,3688.9044627034004,-5604.143160947318,0,0,1,1
Cell_1190,8697.967531380753,-5607.877322175733,2,2,2,2
Cell_1191,12057.90221468578,-5590.103643183804,5,0,3,5
Cell_1192,3955.135167384819,-5622.570699370235,3,3,3,6
Cell_1193,10629.779330674528,-5632.873070920756,0,0,5,5
Cell_1194,13802.695726953063,-5619.669010854609,5,6,0,0
Cell_1195,1960.8386028882599,-5634.0722064961865,4,4,4,4
Cell_1196,10352.196037125235,-5638.210142272699,1,1,5,5
Cell_1198,3234.826116586287,-5639.844202138814,5,2,6,1
Cell_1200,9963.44199369808,-5643.9757949011755,0,0,5,5
Cell_1201,5017.5945530990175,-5604.583475056689,0,0,1,1
Cell_1202,11637.499146757678,-5657.500752860871,3,3,5,5
Cell_1203,10205.459869744278,-5665.055167129585,1,1,5,5
Cell_1204,2165.139392808842,-5702.730308259105,4,4,4,4
Cell_1205,10093.028006905812,-5700.6590255131405,0,0,5,5
Cell_1206,9259.977206616592,-5699.3842313202795,3,3,3,3
Cell_1207,9005.417952867801,-5708.065132435953,0,0,5,5
Cell_1208,4352.665683337174,-5707.539940078359,3,3,6,1
Cell_1210,7465.7139542355335,-5717.676757219862,2,2,3,3
Cell_1212,656.0813779331004,-5735.392638315255,5,5,6,6
Cell_1213,9855.723322494829,-5735.016891178581,0,0,5,5
Cell_1214,8515.455210772834,-5723.233265027322,2,2,2,2
Cell_1215,8260.456108248663,-5736.30861462898,3,2,3,2
Cell_1216,12246.169925282986,-5748.320791016062,1,5,5,5
Cell_1217,10863.327508532424,-5764.087986348122,1,1,6,6
Cell_1218,831.4332618600911,-5788.600375234521,5,5,0,0
Cell_1219,1346.553744584279,-5776.78667216835,4,4,4,4
Cell_1220,9139.473331509847,-5760.661378555798,0,0,5,5
Cell_1221,4914.397938401429,-5773.656220125525,0,0,1,1
Cell_1222,11656.616071126737,-5789.804401473918,1,1,5,5
Cell_1223,12113.173948305652,-5783.9962269473535,0,0,5,5
Cell_1224,8639.328248393584,-5780.988374944818,2,2,2,2
Cell_1225,1779.7834044570886,-5791.636794689426,4,4,4,4
Cell_1227,6243.206118018551,-5790.509255970002,2,2,1,1
Cell_1228,1965.5069132009216,-5782.0078459343795,4,4,4,4
Cell_1229,4747.846313107183,-5796.732441471572,3,3,1,1
Cell_1230,7799.224487053131,-5792.33626019174,3,3,3,2
Cell_1231,5929.976056593507,-5830.415472519499,5,2,6,6
Cell_1232,11223.38649215325,-5809.536438147276,2,0,5,5
Cell_1233,11341.05743272664,-5799.41278411565,0,0,5,5
Cell_1234,2459.188761668276,-5795.196440888399,4,4,4,4
Cell_1235,6584.125699648989,-5804.807655820131,5,5,4,4
Cell_1236,242.42662148169063,-5865.237064231698,5,5,0,0
Cell_1237,3686.6097111553786,-5813.298356573705,3,3,6,6
Cell_1238,8047.409523349592,-5787.342009948326,5,5,0,0
Cell_1239,1207.8867013653164,-5801.058912272762,4,4,4,4
Cell_1240,3540.793528880239,-5818.417216931953,0,0,6,6
Cell_1241,4461.304862902455,-5813.480462405655,3,3,1,1
Cell_1242,13711.940806173216,-5804.2790130977755,6,6,0,0
Cell_1243,5278.4559113218265,-5862.599712864345,0,0,3,3
Cell_1244,5634.785060026678,-5855.748110271232,2,2,3,3
Cell_1245,12376.262214234963,-5848.988548501693,5,5,3,3
Cell_1246,9818.203315455876,-5853.133187063221,0,0,5,5
Cell_1247,3352.370096745822,-5875.663236587511,2,2,1,1
Cell_1248,3820.3291761602113,-5872.275272814486,3,3,6,6
Cell_1251,9341.546272493571,-5889.062467866324,5,5,6,6
Cell_1252,13697.795579682048,-5906.862659945717,6,6,0,0
Cell_1253,8589.662454424926,-5910.105485581704,5,2,6,6
Cell_1254,2174.812101910828,-5900.265752082312,4,4,4,4
Cell_1255,6607.5504654859205,-5918.408094913714,5,5,4,4
Cell_1256,11741.895863495349,-5903.161220268873,1,1,0,0
Cell_1257,1948.1768525402729,-5946.402676579925,4,4,4,4
Cell_1258,13509.942565832906,-5927.290104892541,6,6,0,0
Cell_1259,3958.8804727019015,-5923.481336124193,3,3,6,6
Cell_1260,4262.054931059306,-5935.26989312808,2,2,1,1
Cell_1261,5491.268404225181,-5948.412319397789,2,2,6,6
Cell_1262,10318.9029732809,-5931.605902458745,0,0,5,5
Cell_1263,728.0904092013012,-5942.469458827843,6,6,0,0
Cell_1264,7866.524504223833,-5960.9370319333775,0,0,2,2
Cell_1265,9968.631235431236,-5946.014085914086,0,0,5,5
Cell_1266,1587.0369261477047,-5943.947723600419,4,4,4,4
Cell_1267,10509.73285111513,-5955.744062688365,0,0,5,5
Cell_1268,13026.756858710562,-5966.52737768633,5,6,0,0
Cell_1269,11344.634652324241,-5970.762133435779,0,0,5,5
Cell_1270,3756.84887168506,-5980.941195849118,3,3,6,6
Cell_1271,2757.143534052199,-5939.0247419511825,2,2,1,1
Cell_1272,11623.464986297417,-5977.463688158085,6,6,0,0
Cell_1273,10784.391184387618,-6007.74932705249,1,1,6,6
Cell_1274,8401.201051508084,-5991.895363086532,2,2,2,2
Cell_1275,9088.742380478088,-6026.205677290836,0,0,5,5
Cell_1276,11074.601122010845,-6013.705017707713,0,0,5,5
Cell_1277,12101.786743623159,-6002.505306274436,0,0,5,5
Cell_1278,1700.5145345168482,-6002.721214925749,4,4,4,4
Cell_1279,3038.9622746961018,-5991.748567835685,0,2,1,1
Cell_1280,8872.47436321535,-6012.211710221634,1,1,2,2
Cell_1281,13714.640208717004,-6003.008839779006,6,6,0,0
Cell_1282,510.3522469570047,-6014.825195538483,6,6,0,0
Cell_1283,4090.088669663184,-5992.087035199345,3,3,1,1
Cell_1284,7603.242514855281,-6005.138278704236,2,2,2,2
Cell_1285,12332.667487978379,-6011.356078369035,5,5,3,3
Cell_1286,13489.007089480745,-6025.105064827234,6,6,0,0
Cell_1287,13601.930336567617,-6029.965509399636,6,6,0,0
Cell_1288,4808.104825675364,-6039.165088894019,3,3,3,3
Cell_1289,4197.609385136596,-6029.340661717004,2,2,1,1
Cell_1290,2928.3533297384743,-6017.853329738474,2,2,1,1
Cell_1291,8600.730709845995,-6060.772002058672,1,1,6,6
Cell_1292,2611.798280279672,-6074.539931384897,5,5,0,0
Cell_1293,9331.849741167924,-6078.611252383979,2,2,2,2
Cell_1294,3797.379074295045,-6078.584060792564,3,3,1,1
Cell_1295,9747.094809637121,-6058.6157792980375,2,2,5,5
Cell_1297,3456.322411115977,-6105.014213480909,2,2,1,1
Cell_1299,4038.808167621616,-6116.88383327716,2,2,1,1
Cell_1300,9219.449417689644,-6119.052187598363,3,3,2,2
Cell_1301,12775.4841592499,-6113.203127861408,6,6,0,0
Cell_1302,13723.241451941303,-6113.4188724285605,6,6,0,0
Cell_1303,2415.870105986546,-6132.389827227411,4,4,4,4
Cell_1304,6421.831022163014,-6084.851913527917,1,1,0,0
Cell_1305,7309.338464594301,-6144.7823021154045,2,2,1,2
Cell_1306,12071.521531100478,-6142.376184887605,0,0,5,5
Cell_1307,1650.6172652422085,-6145.610092438248,4,4,4,4
Cell_1308,5566.1154264972765,-6146.1120790481955,2,2,6,6
Cell_1309,3142.2653541357113,-6162.606550272412,2,2,1,1
Cell_1310,6147.652068478772,-6169.181150240688,1,1,6,6
Cell_1311,12473.65973163163,-6179.267974998907,6,6,0,0
Cell_1312,3917.3426840098214,-6173.243796688083,2,2,1,1
Cell_1314,5806.1593382673045,-6190.726848684621,6,6,0,0
Cell_1316,13746.189608569426,-6188.828911802983,6,6,0,0
Cell_1317,2967.646446639364,-6199.95205974464,3,3,1,1
Cell_1318,3630.0739637703414,-6201.601350936446,0,0,6,6
Cell_1319,1812.1411301185346,-6159.401198814655,4,4,4,4
Cell_1320,2132.390265189661,-6168.302551191675,4,4,4,4
Cell_1321,9995.779348869686,-6184.006502574845,2,2,5,5
Cell_1322,655.3741228070176,-6193.480007309941,6,6,4,4
Cell_1323,1537.4125779692624,-6210.292264163078,4,4,4,4
Cell_1324,7880.187838130275,-6218.506600302965,3,3,3,2
Cell_1325,5908.531053059565,-6193.965795893474,6,6,0,0
Cell_1326,8226.1880489335,-6225.021748222502,0,0,2,2
Cell_1327,10414.008381521668,-6227.125690338509,0,0,5,5
Cell_1329,4658.963596736667,-6195.40885930551,1,3,6,6
Cell_1330,4243.3290677283285,-6237.123039006588,2,2,1,1
Cell_1331,6662.451994450224,-6257.734131113423,0,0,1,1
Cell_1332,11194.219088937094,-6273.643806663329,0,0,5,5
Cell_1333,1282.916712937257,-6257.342726263188,4,4,4,4
Cell_1334,8347.204757933547,-6261.082693236185,0,0,5,5
Cell_1335,12016.099027177945,-6287.276752606553,0,0,5,5
Cell_1336,7007.245987075256,-6252.835800152873,2,2,2,2
Cell_1337,12196.351247828146,-6260.0291423155895,0,0,5,5
Cell_1338,10858.919222289036,-6282.746843054721,0,0,5,5
Cell_1340,13749.63606286187,-6300.75121771896,4,6,0,0
Cell_1342,7434.681045296167,-6279.29156794425,0,0,2,2
Cell_1346,6079.556228652446,-6325.804536959464,1,1,6,6
Cell_1347,1509.5075415753513,-6315.4229083408545,4,4,4,4
Cell_1348,9860.083656055136,-6320.769510994422,0,0,5,5
Cell_1349,10155.231620179064,-6333.6755337465565,3,3,3,3
Cell_1350,11290.694093628335,-6321.137403855284,0,0,5,5
Cell_1351,11700.303223997757,-6336.213484721055,0,0,5,5
Cell_1352,885.3753868440114,-6328.645749654311,4,4,4,4
Cell_1353,7046.3818080213205,-6344.315565490264,0,0,2,2
Cell_1354,9382.737257928196,-6308.367985889096,0,0,2,2
Cell_1355,5910.400401313389,-6341.235680408609,1,1,6,6
Cell_1356,3881.968621477533,-6329.439603960395,3,3,1,1
Cell_1357,7745.022766342982,-6335.1546717465035,3,3,2,2
Cell_1358,10564.993858079904,-6321.672450805008,5,0,3,5
Cell_1359,11435.301751549448,-6350.473834545945,3,0,5,5
Cell_1360,1210.5513046890328,-6352.122228762017,4,4,4,4
Cell_1361,3362.832090622312,-6353.474906796673,2,2,1,1
Cell_1362,9674.209096036508,-6362.788904271138,3,3,6,6
Cell_1363,668.8180716296528,-6377.663121676573,4,4,4,4
Cell_1364,4429.318072430592,-6379.089804543053,5,5,6,6
Cell_1365,6735.648859282479,-6365.706287008012,0,0,1,1
Cell_1366,12836.44514337064,-6347.7004329711635,1,1,6,0
Cell_1368,7618.382697947214,-6382.390322580644,3,3,2,2
Cell_1369,13539.365362827086,-6375.001996223361,6,6,0,0
Cell_1370,2614.5622121981023,-6387.177520909689,2,2,1,1
Cell_1371,3147.233611926813,-6382.532098486558,3,3,1,1
Cell_1373,1559.172307011723,-6403.563813315638,4,4,4,4
Cell_1375,9018.155515908416,-6377.419664981662,5,5,6,2
Cell_1377,2412.40823432284,-6365.152338562045,5,5,6,6
Cell_1378,7298.9990204573705,-6379.265719775459,2,2,2,2
Cell_1379,8542.13165625167,-6402.613790525023,4,4,4,4
Cell_1380,4608.706895740174,-6380.48745587197,3,3,6,6
Cell_1381,12169.635764481674,-6401.176321118037,0,0,5,5
Cell_1382,3586.1322572988374,-6400.348920009495,0,0,1,1
Cell_1383,4005.0142024584948,-6404.411871296342,3,3,1,1
Cell_1385,9495.290017339608,-6404.294178845677,2,2,2,2
Cell_1387,13653.53175226802,-6418.719694263876,6,6,0,0
Cell_1390,10739.602698015031,-6435.0963191366345,0,0,5,5
